"","x"
"6138","2"
"6139","0"
"6140","0"
"6141","0"
"6142","2"
"6143","2"
"6144","3"
"6145","7"
"6146","2"
"6147","2"
"6148","0"
"6149","0"
"6150","5"
"6151","0"
"6152","2"
"6153","0"
"6154","1"
"6155","2"
"6156","0"
"6157","0"
"6158","5"
"6159","0"
"6160","2"
"6161","5"
"6162","0"
"6163","1"
"6164","0"
"6165","2"
"6166","1"
"6167","2"
"6168","10"
"6169","0"
"6170","4"
"6171","6"
"6172","5"
"6173","12"
"6174","5"
"6175","4"
"6176","0"
"6177","1"
"6178","0"
"6179","0"
"6180","0"
"6181","2"
"6182","0"
"6183","0"
"6184","11"
"6185","1"
"6186","12"
"6187","0"
"6188","0"
"6189","2"
"6190","0"
"6191","1"
"6192","0"
"6193","7"
"6194","4"
"6195","5"
"6196","0"
"6197","3"
"6198","0"
"6199","7"
"6200","10"
"6201","0"
"6202","0"
"6203","1"
"6204","10"
"6205","3"
"6206","6"
"6207","0"
"6208","4"
"6209","0"
"6210","2"
"6211","0"
"6212","1"
"6213","0"
"6214","1"
"6215","3"
"6216","2"
"6217","0"
"6218","2"
"6219","0"
"6220","4"
"6221","0"
"6222","0"
"6223","8"
"6224","0"
"6225","6"
"6226","0"
"6227","0"
"6228","3"
"6229","0"
"6230","2"
"6231","3"
"6232","2"
"6233","5"
"6234","2"
"6235","0"
"6236","0"
"6237","10"
"6238","1"
"6239","6"
"6240","0"
"6241","1"
"6242","1"
"6243","1"
"6244","6"
"6245","0"
"6246","0"
"6247","4"
"6248","4"
"6249","0"
"6250","0"
"6251","8"
"6252","3"
"6253","4"
"6254","7"
"6255","0"
"6256","0"
"6257","0"
"6258","0"
"6259","1"
"6260","4"
"6261","3"
"6262","2"
"6263","4"
"6264","1"
"6265","1"
"6266","0"
"6267","1"
"6268","0"
"6269","3"
"6270","2"
"6271","0"
"6272","6"
"6273","4"
"6274","11"
"6275","0"
"6276","4"
"6277","0"
"6278","0"
"6279","0"
"6280","7"
"6281","6"
"6282","0"
"6283","2"
"6284","1"
"6285","1"
"6286","9"
"6287","2"
"6288","4"
"6289","3"
"6290","2"
"6291","0"
"6292","1"
"6293","5"
"6294","1"
"6295","2"
"6296","1"
"6297","0"
"6298","0"
"6299","0"
"6300","0"
"6301","12"
"6302","0"
"6303","1"
"6304","0"
"6305","1"
"6306","0"
"6307","1"
"6308","3"
"6309","2"
"6310","5"
"6311","2"
"6312","1"
"6313","1"
"6314","1"
"6315","0"
"6316","0"
"6317","0"
"6318","3"
"6319","2"
"6320","1"
"6321","5"
"6322","2"
"6323","0"
"6324","0"
"6325","2"
"6326","3"
"6327","2"
"6328","0"
"6329","9"
"6330","0"
"6331","2"
"6332","0"
"6333","11"
"6334","4"
"6335","2"
"6336","0"
"6337","7"
"6338","0"
"6339","2"
"6340","1"
"6341","13"
"6342","0"
"6343","3"
"6344","2"
"6345","0"
"6346","2"
"6347","0"
"6348","1"
"6349","1"
"6350","0"
"6351","0"
"6352","2"
"6353","0"
"6354","8"
"6355","1"
"6356","0"
"6357","4"
"6358","1"
"6359","1"
"6360","0"
"6361","0"
"6362","2"
"6363","0"
"6364","2"
"6365","9"
"6366","1"
"6367","1"
"6368","0"
"6369","5"
"6370","5"
"6371","1"
"6372","0"
"6373","3"
"6374","1"
"6375","4"
"6376","0"
"6377","1"
"6378","0"
"6379","3"
"6380","3"
"6381","2"
"6382","0"
"6383","3"
"6384","2"
"6385","3"
"6386","3"
"6387","1"
"6388","2"
"6389","0"
"6390","2"
"6391","3"
"6392","3"
"6393","0"
"6394","0"
"6395","0"
"6396","1"
"6397","2"
"6398","0"
"6399","3"
"6400","3"
"6401","3"
"6402","3"
"6403","0"
"6404","2"
"6405","1"
"6406","1"
"6407","7"
"6408","0"
"6409","6"
"6410","2"
"6411","9"
"6412","2"
"6413","0"
"6414","3"
"6415","0"
"6416","1"
"6417","0"
"6418","0"
"6419","2"
"6420","12"
"6421","2"
"6422","5"
"6423","2"
"6424","0"
"6425","3"
"6426","2"
"6427","1"
"6428","2"
"6429","0"
"6430","5"
"6431","0"
"6432","0"
"6433","6"
"6434","2"
"6435","3"
"6436","2"
"6437","0"
"6438","0"
"6439","0"
"6440","0"
"6441","1"
"6442","0"
"6443","0"
"6444","0"
"6445","2"
"6446","6"
"6447","2"
"6448","0"
"6449","0"
"6450","1"
"6451","1"
"6452","7"
"6453","0"
"6454","0"
"6455","1"
"6456","0"
"6457","1"
"6458","1"
"6459","10"
"6460","2"
"6461","1"
"6462","0"
"6463","6"
"6464","3"
"6465","0"
"6466","0"
"6467","3"
"6468","3"
"6469","0"
"6470","7"
"6471","1"
"6472","2"
"6473","0"
"6474","1"
"6475","1"
"6476","2"
"6477","1"
"6478","0"
"6479","3"
"6480","1"
"6481","1"
"6482","3"
"6483","9"
"6484","1"
"6485","2"
"6486","1"
"6487","4"
"6488","0"
"6489","0"
"6490","1"
"6491","0"
"6492","7"
"6493","0"
"6494","1"
"6495","4"
"6496","0"
"6497","1"
"6498","0"
"6499","0"
"6500","6"
"6501","0"
"6502","1"
"6503","0"
"6504","1"
"6505","1"
"6506","3"
"6507","1"
"6508","1"
"6509","0"
"6510","2"
"6511","3"
"6512","1"
"6513","1"
"6514","3"
"6515","1"
"6516","3"
"6517","1"
"6518","1"
"6519","13"
"6520","3"
"6521","0"
"6522","0"
"6523","3"
"6524","1"
"6525","2"
"6526","1"
"6527","3"
"6528","0"
"6529","7"
"6530","0"
"6531","0"
"6532","9"
"6533","0"
"6534","1"
"6535","2"
"6536","0"
"6537","8"
"6538","0"
"6539","3"
"6540","7"
"6541","0"
"6542","0"
"6543","7"
"6544","8"
"6545","0"
"6546","1"
"6547","1"
"6548","2"
"6549","3"
"6550","0"
"6551","1"
"6552","0"
"6553","2"
"6554","1"
"6555","2"
"6556","13"
"6557","6"
"6558","6"
"6559","0"
"6560","0"
"6561","0"
"6562","0"
"6563","0"
"6564","3"
"6565","0"
"6566","0"
"6567","3"
"6568","9"
"6569","1"
"6570","0"
"6571","0"
"6572","7"
"6573","3"
"6574","1"
"6575","0"
"6576","2"
"6577","0"
"6578","5"
"6579","3"
"6580","1"
"6581","4"
"6582","0"
"6583","9"
"6584","1"
"6585","3"
"6586","1"
"6587","2"
"6588","1"
"6589","10"
"6590","5"
"6591","13"
"6592","0"
"6593","1"
"6594","0"
"6595","2"
"6596","9"
"6597","0"
"6598","4"
"6599","3"
"6600","3"
"6601","0"
"6602","1"
"6603","1"
"6604","13"
"6605","10"
"6606","11"
"6607","1"
"6608","8"
"6609","3"
"6610","0"
"6611","0"
"6612","1"
"6613","3"
"6614","1"
"6615","4"
"6616","1"
"6617","0"
"6618","8"
"6619","3"
"6620","8"
"6621","7"
"6622","0"
"6623","4"
"6624","0"
"6625","0"
"6626","6"
"6627","8"
"6628","3"
"6629","3"
"6630","1"
"6631","4"
"6632","0"
"6633","8"
"6634","7"
"6635","6"
"6636","6"
"6637","3"
"6638","1"
"6639","1"
"6640","11"
"6641","2"
"6642","4"
"6643","0"
"6644","0"
"6645","4"
"6646","3"
"6647","2"
"6648","0"
"6649","0"
"6650","3"
"6651","9"
"6652","1"
"6653","0"
"6654","10"
"6655","10"
"6656","0"
"6657","1"
"6658","0"
"6659","2"
"6660","2"
"6661","3"
"6662","1"
"6663","4"
"6664","1"
"6665","7"
"6666","0"
"6667","3"
"6668","1"
"6669","0"
"6670","1"
"6671","10"
"6672","8"
"6673","1"
"6674","0"
"6675","10"
"6676","2"
"6677","1"
"6678","1"
"6679","3"
"6680","3"
"6681","2"
"6682","8"
"6683","10"
"6684","3"
"6685","5"
"6686","1"
"6687","5"
"6688","1"
"6689","3"
"6690","2"
"6691","2"
"6692","4"
"6693","0"
"6694","3"
"6695","9"
"6696","2"
"6697","1"
"6698","0"
"6699","1"
"6700","2"
"6701","3"
"6702","2"
"6703","4"
"6704","1"
"6705","0"
"6706","1"
"6707","3"
"6708","3"
"6709","7"
"6710","1"
"6711","4"
"6712","1"
"6713","2"
"6714","2"
"6715","3"
"6716","7"
"6717","1"
"6718","2"
"6719","0"
"6720","0"
"6721","1"
"6722","3"
"6723","9"
"6724","0"
"6725","11"
"6726","3"
"6727","10"
"6728","0"
"6729","1"
"6730","3"
"6731","0"
"6732","9"
"6733","2"
"6734","0"
"6735","3"
"6736","0"
"6737","2"
"6738","10"
"6739","2"
"6740","8"
"6741","9"
"6742","0"
"6743","2"
"6744","0"
"6745","2"
"6746","3"
"6747","1"
"6748","2"
"6749","0"
"6750","1"
"6751","4"
"6752","12"
"6753","2"
"6754","8"
"6755","7"
"6756","2"
"6757","0"
"6758","2"
"6759","0"
"6760","2"
"6761","0"
"6762","5"
"6763","2"
"6764","0"
"6765","0"
"6766","2"
"6767","2"
"6768","2"
"6769","12"
"6770","4"
"6771","0"
"6772","6"
"6773","11"
"6774","2"
"6775","4"
"6776","1"
"6777","1"
"6778","2"
"6779","2"
"6780","1"
"6781","2"
"6782","2"
"6783","2"
"6784","13"
"6785","1"
"6786","7"
"6787","0"
"6788","2"
"6789","0"
"6790","1"
"6791","4"
"6792","0"
"6793","0"
"6794","0"
"6795","1"
"6796","0"
"6797","4"
"6798","5"
"6799","2"
"6800","0"
"6801","5"
"6802","3"
"6803","5"
"6804","5"
"6805","1"
"6806","4"
"6807","2"
"6808","4"
"6809","3"
"6810","2"
"6811","2"
"6812","0"
"6813","1"
"6814","0"
"6815","2"
"6816","0"
"6817","0"
"6818","0"
"6819","2"
"6820","0"
"6821","0"
"6822","0"
"6823","11"
"6824","1"
"6825","0"
"6826","1"
"6827","8"
"6828","3"
"6829","4"
"6830","1"
"6831","10"
"6832","1"
"6833","3"
"6834","3"
"6835","4"
"6836","4"
"6837","0"
"6838","2"
"6839","4"
"6840","0"
"6841","0"
"6842","1"
"6843","2"
"6844","2"
"6845","2"
"6846","4"
"6847","4"
"6848","0"
"6849","7"
"6850","0"
"6851","1"
"6852","1"
"6853","4"
"6854","5"
"6855","1"
"6856","1"
"6857","10"
"6858","1"
"6859","10"
"6860","1"
"6861","5"
"6862","4"
"6863","1"
"6864","0"
"6865","1"
"6866","2"
"6867","0"
"6868","1"
"6869","0"
"6870","11"
"6871","3"
"6872","3"
"6873","11"
"6874","0"
"6875","7"
"6876","0"
"6877","0"
"6878","2"
"6879","3"
"6880","1"
"6881","2"
"6882","2"
"6883","12"
"6884","2"
"6885","1"
"6886","0"
"6887","3"
"6888","3"
"6889","2"
"6890","1"
"6891","0"
"6892","0"
"6893","1"
"6894","0"
"6895","0"
"6896","2"
"6897","1"
"6898","0"
"6899","2"
"6900","2"
"6901","2"
"6902","0"
"6903","0"
"6904","1"
"6905","1"
"6906","0"
"6907","10"
"6908","1"
"6909","2"
"6910","5"
"6911","2"
"6912","1"
"6913","7"
"6914","0"
"6915","0"
"6916","2"
"6917","4"
"6918","2"
"6919","13"
"6920","4"
"6921","2"
"6922","7"
"6923","1"
"6924","1"
"6925","1"
"6926","3"
"6927","0"
"6928","0"
"6929","0"
"6930","0"
"6931","2"
"6932","0"
"6933","4"
"6934","5"
"6935","8"
"6936","5"
"6937","6"
"6938","10"
"6939","10"
"6940","1"
"6941","2"
"6942","8"
"6943","1"
"6944","0"
"6945","13"
"6946","0"
"6947","5"
"6948","2"
"6949","0"
"6950","0"
"6951","0"
"6952","1"
"6953","10"
"6954","2"
"6955","5"
"6956","0"
"6957","2"
"6958","0"
"6959","2"
"6960","0"
"6961","4"
"6962","2"
"6963","5"
"6964","0"
"6965","5"
"6966","2"
"6967","4"
"6968","10"
"6969","2"
"6970","6"
"6971","4"
"6972","0"
"6973","0"
"6974","2"
"6975","2"
"6976","2"
"6977","1"
"6978","4"
"6979","0"
"6980","0"
"6981","0"
"6982","0"
"6983","0"
"6984","0"
"6985","0"
"6986","3"
"6987","5"
"6988","1"
"6989","4"
"6990","0"
"6991","4"
"6992","3"
"6993","0"
"6994","1"
"6995","0"
"6996","3"
"6997","0"
"6998","5"
"6999","6"
"7000","1"
"7001","0"
"7002","1"
"7003","0"
"7004","0"
"7005","1"
"7006","0"
"7007","5"
"7008","2"
"7009","2"
"7010","2"
"7011","0"
"7012","0"
"7013","0"
"7014","9"
"7015","2"
"7016","8"
"7017","0"
"7018","0"
"7019","0"
"7020","7"
"7021","0"
"7022","0"
"7023","1"
"7024","7"
"7025","0"
"7026","3"
"7027","0"
"7028","0"
"7029","0"
"7030","0"
"7031","2"
"7032","4"
"7033","1"
"7034","3"
"7035","1"
"7036","0"
"7037","0"
"7038","0"
"7039","2"
"7040","3"
"7041","0"
"7042","0"
"7043","4"
"7044","1"
"7045","6"
"7046","0"
"7047","1"
"7048","2"
"7049","2"
"7050","3"
"7051","0"
"7052","6"
"7053","1"
"7054","0"
"7055","0"
"7056","2"
"7057","2"
"7058","0"
"7059","3"
"7060","11"
"7061","3"
"7062","0"
"7063","6"
"7064","1"
"7065","0"
"7066","2"
"7067","10"
"7068","3"
"7069","0"
"7070","13"
"7071","3"
"7072","7"
"7073","1"
"7074","3"
"7075","1"
"7076","0"
"7077","9"
"7078","1"
"7079","1"
"7080","1"
"7081","0"
"7082","6"
"7083","8"
"7084","11"
"7085","3"
"7086","0"
"7087","1"
"7088","5"
"7089","2"
"7090","0"
"7091","2"
"7092","1"
"7093","2"
"7094","2"
"7095","0"
"7096","2"
"7097","1"
"7098","0"
"7099","2"
"7100","0"
"7101","0"
"7102","0"
"7103","0"
"7104","3"
"7105","1"
"7106","0"
"7107","3"
"7108","3"
"7109","0"
"7110","0"
"7111","1"
"7112","0"
"7113","1"
"7114","1"
"7115","0"
"7116","5"
"7117","0"
"7118","1"
"7119","1"
"7120","11"
"7121","2"
"7122","4"
"7123","2"
"7124","5"
"7125","0"
"7126","0"
"7127","0"
"7128","3"
"7129","0"
"7130","0"
"7131","0"
"7132","3"
"7133","1"
"7134","0"
"7135","1"
"7136","3"
"7137","0"
"7138","0"
"7139","1"
"7140","4"
"7141","2"
"7142","3"
"7143","5"
"7144","1"
"7145","1"
"7146","4"
"7147","1"
"7148","3"
"7149","3"
"7150","0"
"7151","5"
"7152","2"
"7153","0"
"7154","4"
"7155","1"
"7156","7"
"7157","2"
"7158","10"
"7159","1"
"7160","0"
"7161","10"
"7162","0"
"7163","5"
"7164","6"
"7165","2"
"7166","2"
"7167","0"
"7168","5"
"7169","3"
"7170","3"
"7171","7"
"7172","3"
"7173","9"
"7174","0"
"7175","6"
"7176","1"
"7177","12"
"7178","3"
"7179","0"
"7180","3"
"7181","3"
"7182","0"
"7183","0"
"7184","3"
"7185","0"
"7186","0"
"7187","3"
"7188","1"
"7189","4"
"7190","2"
"7191","1"
"7192","1"
"7193","0"
"7194","0"
"7195","4"
"7196","3"
"7197","6"
"7198","2"
"7199","0"
"7200","1"
"7201","2"
"7202","1"
"7203","1"
"7204","0"
"7205","8"
"7206","0"
"7207","7"
"7208","0"
"7209","0"
"7210","1"
"7211","3"
"7212","2"
"7213","1"
"7214","3"
"7215","2"
"7216","6"
"7217","5"
"7218","1"
"7219","1"
"7220","1"
"7221","2"
"7222","3"
"7223","1"
"7224","12"
"7225","0"
"7226","7"
"7227","12"
"7228","1"
"7229","1"
"7230","8"
"7231","0"
"7232","2"
"7233","2"
"7234","5"
"7235","0"
"7236","0"
"7237","0"
"7238","5"
"7239","11"
"7240","1"
"7241","4"
"7242","0"
"7243","4"
"7244","1"
"7245","3"
"7246","1"
"7247","0"
"7248","1"
"7249","3"
"7250","0"
"7251","3"
"7252","2"
"7253","4"
"7254","0"
"7255","2"
"7256","0"
"7257","0"
"7258","7"
"7259","1"
"7260","9"
"7261","1"
"7262","1"
"7263","1"
"7264","10"
"7265","1"
"7266","3"
"7267","1"
"7268","2"
"7269","0"
"7270","2"
"7271","5"
"7272","3"
"7273","1"
"7274","1"
"7275","6"
"7276","0"
"7277","1"
"7278","0"
"7279","0"
"7280","1"
"7281","5"
"7282","1"
"7283","0"
"7284","6"
"7285","1"
"7286","1"
"7287","4"
"7288","2"
"7289","2"
"7290","2"
"7291","1"
"7292","1"
"7293","2"
"7294","0"
"7295","0"
"7296","2"
"7297","0"
"7298","4"
"7299","0"
"7300","3"
"7301","2"
"7302","4"
"7303","1"
"7304","4"
"7305","1"
"7306","2"
"7307","4"
"7308","1"
"7309","1"
"7310","1"
"7311","8"
"7312","1"
"7313","1"
"7314","9"
"7315","0"
"7316","8"
"7317","1"
"7318","0"
"7319","3"
"7320","0"
"7321","0"
"7322","2"
"7323","0"
"7324","3"
"7325","4"
"7326","2"
"7327","3"
"7328","2"
"7329","6"
"7330","1"
"7331","0"
"7332","3"
"7333","1"
"7334","3"
"7335","3"
"7336","3"
"7337","1"
"7338","0"
"7339","1"
"7340","1"
"7341","10"
"7342","3"
"7343","1"
"7344","9"
"7345","3"
"7346","1"
"7347","7"
"7348","8"
"7349","5"
"7350","3"
"7351","0"
"7352","0"
"7353","3"
"7354","0"
"7355","3"
"7356","2"
"7357","3"
"7358","8"
"7359","1"
"7360","3"
"7361","4"
"7362","3"
"7363","0"
"7364","0"
"7365","2"
"7366","8"
"7367","0"
"7368","0"
"7369","0"
"7370","8"
"7371","3"
"7372","0"
"7373","0"
"7374","2"
"7375","0"
"7376","2"
"7377","0"
"7378","0"
"7379","0"
"7380","2"
"7381","6"
"7382","4"
"7383","2"
"7384","3"
"7385","1"
"7386","3"
"7387","2"
"7388","0"
"7389","3"
"7390","1"
"7391","6"
"7392","2"
"7393","0"
"7394","9"
"7395","1"
"7396","3"
"7397","0"
"7398","2"
"7399","1"
"7400","1"
"7401","0"
"7402","3"
"7403","0"
"7404","1"
"7405","5"
"7406","0"
"7407","6"
"7408","0"
"7409","0"
"7410","0"
"7411","2"
"7412","0"
"7413","10"
"7414","2"
"7415","0"
"7416","0"
"7417","4"
"7418","0"
"7419","2"
"7420","0"
"7421","2"
"7422","2"
"7423","2"
"7424","3"
"7425","2"
"7426","2"
"7427","0"
"7428","4"
"7429","0"
"7430","5"
"7431","5"
"7432","2"
"7433","10"
"7434","2"
"7435","6"
"7436","1"
"7437","1"
"7438","0"
"7439","1"
"7440","2"
"7441","0"
"7442","2"
"7443","0"
"7444","0"
"7445","5"
"7446","0"
"7447","7"
"7448","1"
"7449","4"
"7450","0"
"7451","3"
"7452","4"
"7453","2"
"7454","7"
"7455","3"
"7456","2"
"7457","1"
"7458","5"
"7459","0"
"7460","1"
"7461","1"
"7462","2"
"7463","13"
"7464","0"
"7465","2"
"7466","0"
"7467","3"
"7468","3"
"7469","3"
"7470","2"
"7471","0"
"7472","5"
"7473","1"
"7474","2"
"7475","4"
"7476","0"
"7477","2"
"7478","1"
"7479","0"
"7480","0"
"7481","1"
"7482","3"
"7483","1"
"7484","11"
"7485","0"
"7486","0"
"7487","3"
"7488","5"
"7489","2"
"7490","2"
"7491","4"
"7492","1"
"7493","1"
"7494","0"
"7495","6"
"7496","2"
"7497","0"
"7498","0"
"7499","2"
"7500","0"
"7501","0"
"7502","3"
"7503","3"
"7504","5"
"7505","4"
"7506","3"
"7507","1"
"7508","3"
"7509","0"
"7510","3"
"7511","6"
"7512","0"
"7513","0"
"7514","4"
"7515","1"
"7516","3"
"7517","3"
"7518","1"
"7519","2"
"7520","1"
"7521","4"
"7522","0"
"7523","2"
"7524","10"
"7525","0"
"7526","3"
"7527","5"
"7528","2"
"7529","12"
"7530","0"
"7531","4"
"7532","0"
"7533","2"
"7534","4"
"7535","0"
"7536","2"
"7537","2"
"7538","0"
"7539","1"
"7540","5"
"7541","1"
"7542","4"
"7543","4"
"7544","1"
"7545","1"
"7546","2"
"7547","0"
"7548","3"
"7549","1"
"7550","4"
"7551","3"
"7552","2"
"7553","0"
"7554","0"
"7555","1"
"7556","1"
"7557","0"
"7558","0"
"7559","3"
"7560","2"
"7561","8"
"7562","1"
"7563","1"
"7564","1"
"7565","3"
"7566","0"
"7567","0"
"7568","2"
"7569","2"
"7570","0"
"7571","1"
"7572","3"
"7573","5"
"7574","2"
"7575","1"
"7576","0"
"7577","11"
"7578","7"
"7579","3"
"7580","3"
"7581","4"
"7582","2"
"7583","0"
"7584","1"
"7585","0"
"7586","2"
"7587","5"
"7588","1"
"7589","2"
"7590","3"
"7591","1"
"7592","12"
"7593","0"
"7594","2"
"7595","0"
"7596","4"
"7597","12"
"7598","0"
"7599","2"
"7600","0"
"7601","1"
"7602","1"
"7603","2"
"7604","2"
"7605","0"
"7606","1"
"7607","3"
"7608","13"
"7609","0"
"7610","13"
"7611","1"
"7612","0"
"7613","0"
"7614","1"
"7615","2"
"7616","8"
"7617","4"
"7618","2"
"7619","3"
"7620","2"
"7621","2"
"7622","0"
"7623","1"
"7624","1"
"7625","3"
"7626","7"
"7627","0"
"7628","2"
"7629","5"
"7630","2"
"7631","0"
"7632","3"
"7633","1"
"7634","0"
"7635","3"
"7636","7"
"7637","0"
"7638","0"
"7639","0"
"7640","0"
"7641","0"
"7642","3"
"7643","2"
"7644","2"
"7645","1"
"7646","3"
"7647","1"
"7648","0"
"7649","3"
"7650","4"
"7651","7"
"7652","1"
"7653","3"
"7654","0"
"7655","3"
"7656","0"
"7657","2"
"7658","0"
"7659","3"
"7660","9"
"7661","2"
"7662","2"
"7663","3"
"7664","1"
"7665","0"
"7666","6"
"7667","4"
"7668","1"
"7669","0"
"7670","0"
"7671","7"
"7672","2"
"7673","4"
"7674","2"
"7675","0"
"7676","0"
"7677","3"
"7678","3"
"7679","2"
"7680","5"
"7681","1"
"7682","0"
"7683","0"
"7684","1"
"7685","1"
"7686","3"
"7687","2"
"7688","1"
"7689","3"
"7690","6"
"7691","2"
"7692","0"
"7693","1"
"7694","11"
"7695","0"
"7696","2"
"7697","0"
"7698","2"
"7699","1"
"7700","3"
"7701","1"
"7702","2"
"7703","0"
"7704","2"
"7705","12"
"7706","0"
"7707","0"
"7708","1"
"7709","3"
"7710","1"
"7711","0"
"7712","6"
"7713","1"
"7714","1"
"7715","3"
"7716","0"
"7717","3"
"7718","4"
"7719","3"
"7720","3"
"7721","2"
"7722","1"
"7723","2"
"7724","0"
"7725","3"
"7726","1"
"7727","1"
"7728","2"
"7729","2"
"7730","0"
"7731","0"
"7732","4"
"7733","8"
"7734","0"
"7735","3"
"7736","2"
"7737","3"
"7738","2"
"7739","2"
"7740","9"
"7741","6"
"7742","2"
"7743","0"
"7744","1"
"7745","13"
"7746","0"
"7747","2"
"7748","2"
"7749","5"
"7750","3"
"7751","0"
"7752","0"
"7753","2"
"7754","3"
"7755","2"
"7756","1"
"7757","0"
"7758","1"
"7759","3"
"7760","0"
"7761","3"
"7762","3"
"7763","0"
"7764","0"
"7765","8"
"7766","4"
"7767","2"
"7768","1"
"7769","2"
"7770","2"
"7771","0"
"7772","3"
"7773","2"
"7774","0"
"7775","0"
"7776","6"
"7777","0"
"7778","9"
"7779","1"
"7780","1"
"7781","1"
"7782","9"
"7783","4"
"7784","6"
"7785","1"
"7786","1"
"7787","0"
"7788","2"
"7789","1"
"7790","3"
"7791","2"
"7792","2"
"7793","5"
"7794","3"
"7795","0"
"7796","0"
"7797","0"
"7798","5"
"7799","0"
"7800","1"
"7801","0"
"7802","0"
"7803","4"
"7804","1"
"7805","3"
"7806","1"
"7807","13"
"7808","0"
"7809","2"
"7810","1"
"7811","0"
"7812","1"
"7813","0"
"7814","2"
"7815","5"
"7816","1"
"7817","11"
"7818","0"
"7819","0"
"7820","2"
"7821","1"
"7822","8"
"7823","1"
"7824","3"
"7825","12"
"7826","4"
"7827","2"
"7828","8"
"7829","5"
"7830","1"
"7831","1"
"7832","2"
"7833","0"
"7834","4"
"7835","0"
"7836","3"
"7837","0"
"7838","1"
"7839","3"
"7840","1"
"7841","3"
"7842","2"
"7843","0"
"7844","1"
"7845","4"
"7846","0"
"7847","3"
"7848","10"
"7849","8"
"7850","1"
"7851","3"
"7852","3"
"7853","2"
"7854","3"
"7855","3"
"7856","1"
"7857","8"
"7858","3"
"7859","3"
"7860","8"
"7861","3"
"7862","1"
"7863","1"
"7864","10"
"7865","2"
"7866","8"
"7867","2"
"7868","2"
"7869","1"
"7870","2"
"7871","8"
"7872","9"
"7873","1"
"7874","3"
"7875","1"
"7876","3"
"7877","0"
"7878","0"
"7879","9"
"7880","4"
"7881","1"
"7882","1"
"7883","0"
"7884","1"
"7885","4"
"7886","0"
"7887","0"
"7888","3"
"7889","1"
"7890","0"
"7891","0"
"7892","3"
"7893","1"
"7894","1"
"7895","3"
"7896","10"
"7897","0"
"7898","3"
"7899","1"
"7900","0"
"7901","0"
"7902","3"
"7903","1"
"7904","1"
"7905","0"
"7906","6"
"7907","1"
"7908","1"
"7909","5"
"7910","0"
"7911","3"
"7912","4"
"7913","8"
"7914","5"
"7915","8"
"7916","11"
"7917","1"
"7918","0"
"7919","3"
"7920","0"
"7921","0"
"7922","9"
"7923","4"
"7924","1"
"7925","1"
"7926","8"
"7927","10"
"7928","7"
"7929","3"
"7930","1"
"7931","12"
"7932","0"
"7933","2"
"7934","0"
"7935","2"
"7936","0"
"7937","0"
"7938","0"
"7939","2"
"7940","2"
"7941","0"
"7942","0"
"7943","3"
"7944","9"
"7945","5"
"7946","0"
"7947","0"
"7948","10"
"7949","3"
"7950","5"
"7951","3"
"7952","0"
"7953","0"
"7954","1"
"7955","4"
"7956","1"
"7957","2"
"7958","1"
"7959","8"
"7960","8"
"7961","10"
"7962","0"
"7963","1"
"7964","1"
"7965","4"
"7966","0"
"7967","0"
"7968","3"
"7969","3"
"7970","10"
"7971","2"
"7972","2"
"7973","1"
"7974","0"
"7975","3"
"7976","1"
"7977","3"
"7978","1"
"7979","0"
"7980","5"
"7981","1"
"7982","4"
"7983","2"
"7984","0"
"7985","0"
"7986","5"
"7987","8"
"7988","1"
"7989","8"
"7990","4"
"7991","13"
"7992","8"
"7993","3"
"7994","3"
"7995","2"
"7996","10"
"7997","3"
"7998","1"
"7999","1"
"8000","1"
"8001","0"
"8002","1"
"8003","2"
"8004","1"
"8005","1"
"8006","3"
"8007","2"
"8008","1"
"8009","3"
"8010","0"
"8011","1"
"8012","13"
"8013","3"
"8014","0"
"8015","0"
"8016","1"
"8017","0"
"8018","9"
"8019","8"
"8020","3"
"8021","4"
"8022","0"
"8023","2"
"8024","2"
"8025","0"
"8026","0"
"8027","2"
"8028","3"
"8029","0"
"8030","2"
"8031","6"
"8032","0"
"8033","1"
"8034","3"
"8035","4"
"8036","0"
"8037","0"
"8038","0"
"8039","3"
"8040","5"
"8041","1"
"8042","0"
"8043","0"
"8044","10"
"8045","4"
"8046","2"
"8047","0"
"8048","3"
"8049","3"
"8050","11"
"8051","5"
"8052","0"
"8053","11"
"8054","1"
"8055","7"
